en|aux.loginInvalid|Login Invalid
en|aux.loginMessage|Login Message
en|aux.password|Password
en|aux.registerNewMembership|Register New Membership
en|bank.action.Add|Add
en|bank.caption.Form|Form
en|bank.caption.List|List
en|bank.hint.EmptyList|Empty List
en|bank.label.Active|Active
en|bank.label.BankCode|Bank Code
en|bank.label.Code|Code
en|bank.label.Info|Info
en|bank.label.Name|Name
en|bank.label.Status|Status
en|bankAccount.action.Add|Add
en|bankaccount.caption.BankAccountList|Bank Account List
en|bankaccount.caption.Form|Form
en|bankAccount.caption.List|List
en|bankAccount.hint.EmptyList|Empty List
en|bankAccount.label.AccountNo|Account No
en|bankAccount.label.Active|Active
en|bankAccount.label.Bank|Bank
en|bankaccount.label.BankAccountaccountNo|Bank Accountaccount No
en|bankaccount.label.BankAccountbankBranch|Bank Accountbank Branch
en|bankAccount.label.BankBranch|Bank Branch
en|bankaccount.label.closeDate|Close Date
en|bankAccount.label.Currency|Currency
en|bankaccount.label.DemandDeposit|Demand Deposit
en|bankAccount.label.IBAN|IBAN
en|bankaccount.label.InterestRate|Interest Rate
en|bankAccount.label.Name|Name
en|bankaccount.label.openDate|Open Date
en|bankAccount.label.Status|Status
en|bankaccount.label.Term|Term
en|bankaccount.label.TimeDeposit|Time Deposit
en|bankBranch.action.Add|Add
en|bankBranch.caption.Form|Form
en|bankBranch.caption.List|List
en|bankBranch.hint.EmptyList|Empty List
en|bankBranch.label.Active|Active
en|bankBranch.label.Address|Address
en|bankBranch.label.Bank|Bank
en|bankBranch.label.ChequeCode|Cheque Code
en|bankBranch.label.Code|Code
en|bankBranch.label.EftCode|Eft Code
en|bankBranch.label.Fax|Fax
en|bankBranch.label.FirstName|First Name
en|bankBranch.label.Info|Info
en|bankBranch.label.LastName|Last Name
en|bankBranch.label.Name|Name
en|bankBranch.label.Phone|Phone
en|bankBranch.label.Representative|Representative
en|bankBranch.label.Status|Status
en|bankBranch.label.Title|Title
en|bankBranch.label.WorkBegin|Work Begin
en|bankBranch.label.WorkEnd|Work End
en|bankCard.action.Add|Add
en|bankCard.caption.Form|Form
en|bankCard.caption.List|List
en|bankCard.label.BankName|Bank Name
en|bankCard.label.BinCode|Bin Code
en|bankCard.label.Name|Name
en|bankCard.label.SendSelectedCardsToHomeBean|Send Selected Cards To Home Bean
en|bankStatusReport.caption.BankList|Bank List
en|bankStatusReport.caption.CurrencyList|Currency List
en|bankStatusReport.label.Amount|Amount
en|bankStatusReport.label.Bank|Bank
en|bankStatusReport.label.BankAccount|Bank Account
en|bankStatusReport.label.BankBranch|Bank Branch
en|bankStatusReport.label.BeginDate|Begin Date
en|bankStatusReport.label.Code|Code
en|bankStatusReport.label.Currency|Currency
en|bankStatusReport.label.DocumentType|Document Type
en|bankStatusReport.label.EndDate|End Date
en|bankStatusReport.label.LocalAmount|Local Amount
en|bankStatusReport.label.Rate|Rate
en|bankToAccountTransfer.action.Add|Add
en|bankToAccountTransfer.action.Credit|Credit
en|bankToAccountTransfer.action.Debit|Debit
en|bankToAccountTransfer.caption.Form|Form
en|bankToAccountTransfer.label.Account|Account
en|bankToAccountTransfer.label.Action|Action
en|bankToAccountTransfer.label.Active|Active
en|bankToAccountTransfer.label.Amount|Amount
en|bankToAccountTransfer.label.Bank|Bank
en|bankToAccountTransfer.label.BankAccount|Bank Account
en|bankToAccountTransfer.label.BankBranch|Bank Branch
en|bankToAccountTransfer.label.BeginDate|Begin Date
en|bankToAccountTransfer.label.Code|Code
en|bankToAccountTransfer.label.Cost|Cost
en|bankToAccountTransfer.label.Date|Date
en|bankToAccountTransfer.label.EndDate|End Date
en|bankToAccountTransfer.label.Info|Info
en|bankToAccountTransfer.label.InvoiceMatch|Invoice Match
en|bankToAccountTransfer.label.Reference|Reference
en|bankToAccountTransfer.label.Serial|Serial
en|bankToAccountTransfer.label.Status|Status
en|bankToBankTransfer.action.Add|Add
en|bankToBankTransfer.caption.Form|Form
en|bankToBankTransfer.label.Active|Active
en|bankToBankTransfer.label.BeginDate|Begin Date
en|bankToBankTransfer.label.Code|Code
en|bankToBankTransfer.label.Cost|Cost
en|bankToBankTransfer.label.Currency|Currency
en|bankToBankTransfer.label.Date|Date
en|bankToBankTransfer.label.EndDate|End Date
en|bankToBankTransfer.label.FromAmount|From Amount
en|bankToBankTransfer.label.FromBank|From Bank
en|bankToBankTransfer.label.FromBankAccount|From Bank Account
en|bankToBankTransfer.label.FromBankBranch|From Bank Branch
en|bankToBankTransfer.label.Info|Info
en|bankToBankTransfer.label.Reference|Reference
en|bankToBankTransfer.label.Serial|Serial
en|bankToBankTransfer.label.Status|Status
en|bankToBankTransfer.label.ToAmount|To Amount
en|bankToBankTransfer.label.ToBank|To Bank
en|bankToBankTransfer.label.ToBankAccount|To Bank Account
en|bankToBankTransfer.label.ToBankBranch|To Bank Branch
en|bankToContactTransfer.action.Add|Add
en|bankToContactTransfer.action.Credit|Credit
en|bankToContactTransfer.action.Debit|Debit
en|bankToContactTransfer.caption.Form|Form
en|bankToContactTransfer.caption.List|List
en|bankToContactTransfer.hint.EmptyList|Empty List
en|bankToContactTransfer.label.Action|Action
en|bankToContactTransfer.label.Active|Active
en|bankToContactTransfer.label.Amount|Amount
en|bankToContactTransfer.label.Bank|Bank
en|bankToContactTransfer.label.BankAccount|Bank Account
en|bankToContactTransfer.label.BankBranch|Bank Branch
en|bankToContactTransfer.label.BeginDate|Begin Date
en|bankToContactTransfer.label.Code|Code
en|bankToContactTransfer.label.Contact|Contact
en|bankToContactTransfer.label.Cost|Cost
en|bankToContactTransfer.label.Date|Date
en|bankToContactTransfer.label.EndDate|End Date
en|bankToContactTransfer.label.FromBankAccount|From Bank Account
en|bankToContactTransfer.label.Info|Info
en|bankToContactTransfer.label.Reference|Reference
en|bankToContactTransfer.label.Serial|Serial
en|bankToContactTransfer.label.Status|Status
en|bankToContactTransfer.label.ToBankAccount|To Bank Account
en|bankToContactTransfer.type.Credit|Credit
en|bankToContactTransfer.type.Debit|Debit
en|bankTransfer.label.TransferType|Transfer Type
en|bankTransfer.type.Eft|Eft
en|bankTransfer.type.Havale|Havale
en|bankTransfer.type.Swift|Swift
en|bankTransfer.type.Vezne|Vezne
en|bankTransfer.type.Virman|Virman
en|bankTxnReport.label.Action|Action
en|bankTxnReport.label.Amount|Amount
en|bankTxnReport.label.Bank|Bank
en|bankTxnReport.label.BankAccount|Bank Account
en|bankTxnReport.label.BankBranch|Bank Branch
en|bankTxnReport.label.BankBranchAccount|Bank Branch Account
en|bankTxnReport.label.BeginDate|Begin Date
en|bankTxnReport.label.Code|Code
en|bankTxnReport.label.Currency|Currency
en|bankTxnReport.label.Date|Date
en|bankTxnReport.label.DocumentType|Document Type
en|bankTxnReport.label.EndDate|End Date
en|bankTxnReport.label.Info|Info
en|bankTxnReport.label.LocalAmount|Local Amount
en|bankTxnReport.label.Reference|Reference
en|bankTxnReport.label.Serial|Serial
en|beanMessages.AtLeastOneItemRequired|At Least One Item Required
en|beanMessages.RefreshingResultSet|Refreshing Result Set
en|beanMessages.SelectProductOrService|Select Product Or Service
en|beanMessages.ValueMustBeGreaterThanZero|Value Must Be Greater Than Zero
en|blockingType.label.ConstantDaysAfterTransaction|Constant Days After Transaction
en|blockingType.label.ExtraDaysAfterTransaction|Extra Days After Transaction
en|bondPurchase.action.Add|Add
en|bondPurchase.caption.Form|Form
en|bondPurchase.label.Active|Active
en|bondPurchase.label.Amount|Amount
en|bondPurchase.label.Bank|Bank
en|bondPurchase.label.BankAccount|Bank Account
en|bondPurchase.label.BankBranch|Bank Branch
en|bondPurchase.label.BeginDate|Begin Date
en|bondPurchase.label.Code|Code
en|bondPurchase.label.Date|Date
en|bondPurchase.label.EndDate|End Date
en|bondPurchase.label.Info|Info
en|bondPurchase.label.Isin|Isin
en|bondPurchase.label.Nominal|Nominal
en|bondPurchase.label.Portfolio|Portfolio
en|bondPurchase.label.Reference|Reference
en|bondPurchase.label.Serial|Serial
en|bondPurchase.label.Status|Status
en|bondPurchase.label.Tax|Tax
en|bondSale.action.Add|Add
en|bondSale.caption.Form|Form
en|bondSale.label.Active|Active
en|bondSale.label.Amount|Amount
en|bondSale.label.Bank|Bank
en|bondSale.label.BankAccount|Bank Account
en|bondSale.label.BankBranch|Bank Branch
en|bondSale.label.BeginDate|Begin Date
en|bondSale.label.Code|Code
en|bondSale.label.Date|Date
en|bondSale.label.EndDate|End Date
en|bondSale.label.Info|Info
en|bondSale.label.Isin|Isin
en|bondSale.label.Nominal|Nominal
en|bondSale.label.Portfolio|Portfolio
en|bondSale.label.Reference|Reference
en|bondSale.label.Serial|Serial
en|bondSale.label.Status|Status
en|bondSale.label.Tax|Tax
en|cardFundingType.label.Credit|Credit
en|cardFundingType.label.Debit|Debit
en|cardFundingType.label.Prepaid|Prepaid
en|cardOwnerType.label.Domestic|Domestic
en|cardOwnerType.label.International|International
en|cardOwnerType.label.Own|Own
en|cardsPage.caption.Contact|Contact
en|cardsPage.caption.Module|Module
en|cardsPage.caption.Product|Product
en|cardsPage.caption.Reports|Reports
en|cardsPage.caption.Service|Service
en|cardsPage.caption.Vehicle|Vehicle
en|cardsPage.desc.Contact|Contact
en|cardsPage.desc.Module|Module
en|cardsPage.desc.Product|Product
en|cardsPage.desc.Reports|Reports
en|cardsPage.desc.Service|Service
en|cardsPage.desc.Vehicle|Vehicle
en|cardType.label.Business|Business
en|cardType.label.Classic|Classic
en|cardType.label.Corporate|Corporate
en|cardType.label.Electron|Electron
en|cardType.label.Gold|Gold
en|cardType.label.Infinite|Infinite
en|cardType.label.Platinum|Platinum
en|cardType.label.Purchasing|Purchasing
en|cardType.label.Signature|Signature
en|cardType.label.TravelMoney|Travel Money
en|cardType.label.VisaCash|Visa Cash
en|category.button.CreateIdenticalCategory|Create Identical Category
en|category.button.CreateSubCategory|Create Sub Category
en|chemistry.action.Add|Add
en|cheque.action.Add|Add
en|cheque.addBox.cheque.Caption|Caption
en|cheque.addBox.Customer.Caption|Caption
en|cheque.addBox.Firm.Caption|Caption
en|cheque.caption.customer.Form|Form
en|cheque.caption.firm.Form|Form
en|cheque.caption.Form|Form
en|cheque.caption.Form.client|Client
en|cheque.caption.Form.firm|Firm
en|cheque.label.Account|Account
en|cheque.label.Amount|Amount
en|cheque.label.Bank|Bank
en|cheque.label.BankAccount|Bank Account
en|cheque.label.BeginDate|Begin Date
en|cheque.label.Branch|Branch
en|cheque.label.CardDate|Card Date
en|cheque.label.Cheque|Cheque
en|cheque.label.ChequeAmount|Cheque Amount
en|cheque.label.ChequeDate|Cheque Date
en|cheque.label.ChequeNumber|Cheque Number
en|cheque.label.ChequeOwner|Cheque Owner
en|cheque.label.ChequePopup|Cheque Popup
en|cheque.label.ChequeStub|Cheque Stub
en|cheque.label.ChequeType|Cheque Type
en|cheque.label.chequeType.All|All
en|cheque.label.chequeType.Customer|Customer
en|cheque.label.chequeType.Organization|Organization
en|cheque.label.Contact|Contact
en|cheque.label.Date|Date
en|cheque.label.DocumentInfo|Document Info
en|cheque.label.EndDate|End Date
en|cheque.label.History|History
en|cheque.label.Info|Info
en|cheque.label.IssueBeginDate|Issue Begin Date
en|cheque.label.IssueDate|Issue Date
en|cheque.label.IssueEndDate|Issue End Date
en|cheque.label.LastStatus|Last Status
en|cheque.label.MaturityBeginDate|Maturity Begin Date
en|cheque.label.MaturityDate|Maturity Date
en|cheque.label.MaturityEndDate|Maturity End Date
en|cheque.label.Operation|Operation
en|cheque.label.PaymentPlace|Payment Place
en|cheque.label.Position|Position
en|cheque.label.PreviousStatus|Previous Status
en|cheque.label.processBeginDate|Process Begin Date
en|cheque.label.processEndDate|Process End Date
en|cheque.label.ReferenceNumber|Reference Number
en|cheque.label.State|State
en|cheque.label.status.BankaOdeme|Banka Odeme
en|cheque.label.status.BankaTahsilatta|Banka Tahsilatta
en|cheque.label.status.BankaTahsilEdildi|Banka Tahsil Edildi
en|cheque.label.status.BankaTeminat|Banka Teminat
en|cheque.label.status.BankaTeminati|Banka Teminati
en|cheque.label.status.Cikis|Cikis
en|cheque.label.status.Ciro|Ciro
en|cheque.label.status.Kapandi|Kapandi
en|cheque.label.status.Karsiliksiz|Karsiliksiz
en|cheque.label.status.KasaOdeme|Kasa Odeme
en|cheque.label.status.KasaTahsilat|Kasa Tahsilat
en|cheque.label.status.Portfoy|Portfoy
en|cheque.label.status.Supheli|Supheli
en|cheque.label.status.Takipte|Takipte
en|cheque.label.StatusList|Status List
en|cheque.label.TargetOperationPoint|Target Operation Point
en|cheque.label.UpdateDate|Update Date
en|chequeBankCollection.label.Bank|Bank
en|chequeBankCollection.label.BankAccount|Bank Account
en|chequeBankCollection.label.BankBranch|Bank Branch
en|chequeBankCollection.label.ToAccount|To Account
en|chequeBankCollection.label.ToBankAccount|To Bank Account
en|chequeChangeLastStatus.label.LastStatus|Last Status
en|chequeCollectedAtBankPayroll.action.Add|Add
en|chequeCollectionAtBankPayroll.caption.Form|Form
en|chequeCollectionToAccount.label.ToAccount|To Account
en|chequeFromContactPayroll.action.Add|Add
en|chequeFromContactPayroll.caption.Form|Form
en|chequePayment.label.Bank|Bank
en|chequePayment.label.BankAccount|Bank Account
en|chequePayment.label.BankBranch|Bank Branch
en|chequePaymentToAccount.label.ToAccount|To Account
en|chequePromissory.label.ChequeAlreadyInList|Cheque Already In List
en|chequePromissory.label.DetailListEmpty|Detail List Empty
en|chequeStub.action.Add|Add
en|chequeStub.caption.Form|Form
en|chequeStub.label.Account|Account
en|chequeStub.label.Bank|Bank
en|chequeStub.label.Branch|Branch
en|chequeStub.label.ChequeNumber|Cheque Number
en|chequeStub.label.Code|Code
en|chequeStub.label.Info|Info
en|chequeStub.label.Owner|Owner
en|chequeStub.label.PaymentPlace|Payment Place
en|chequeToAccountCollectionPayroll.action.Add|Add
en|chequeToAccountCollectionPayroll.caption.Form|Form
en|chequeToAccountPaymentPayroll.action.Add|Add
en|chequeToAccountPaymentPayroll.caption.Form|Form
en|chequeToBankAssurancePayroll.action.Add|Add
en|chequeToBankAssurancePayroll.caption.Form|Form
en|chequeToBankPaymentPayroll.action.Add|Add
en|chequeToBankPaymentPayroll.caption.Form|Form
en|chequeToBankPayroll.action.Add|Add
en|chequeToBankPayroll.caption.Details|Details
en|chequeToBankPayroll.caption.Form|Form
en|chequeToBankPayroll.cheque.label.Amount|Amount
en|chequeToBankPayroll.cheque.label.MaturityDate|Maturity Date
en|chequeToBankPayroll.cheque.label.ReferenceNo|Reference No
en|chequeToBankPayroll.cheque.label.ReferenceNumber|Reference Number
en|chequeToBankPayroll.img.Form|Form
en|chequeToBankPayroll.label.Active|Active
en|chequeToBankPayroll.label.Amount|Amount
en|chequeToBankPayroll.label.Bank|Bank
en|chequeToBankPayroll.label.BankAccount|Bank Account
en|chequeToBankPayroll.label.BankBranch|Bank Branch
en|chequeToBankPayroll.label.BeginDate|Begin Date
en|chequeToBankPayroll.label.ChequeBank|Cheque Bank
en|chequeToBankPayroll.label.ChequeBankBranch|Cheque Bank Branch
en|chequeToBankPayroll.label.ChequeOwner|Cheque Owner
en|chequeToBankPayroll.label.ChequeType|Cheque Type
en|chequeToBankPayroll.label.Code|Code
en|chequeToBankPayroll.label.Date|Date
en|chequeToBankPayroll.label.EndDate|End Date
en|chequeToBankPayroll.label.Info|Info
en|chequeToBankPayroll.label.MaturityDate|Maturity Date
en|chequeToBankPayroll.label.Reference|Reference
en|chequeToBankPayroll.label.ReferenceNo|Reference No
en|chequeToBankPayroll.label.Serial|Serial
en|chequeToBankPayroll.label.Status|Status
en|chequeToContactPayroll.action.Add|Add
en|chequeToContactPayroll.caption.Details|Details
en|chequeToContactPayroll.caption.Form|Form
en|chequeToContactPayroll.cheque.label.Amount|Amount
en|chequeToContactPayroll.cheque.label.MaturityDate|Maturity Date
en|chequeToContactPayroll.cheque.label.ReferenceNo|Reference No
en|chequeToContactPayroll.img.Form|Form
en|chequeToContactPayroll.label.Active|Active
en|chequeToContactPayroll.label.BeginDate|Begin Date
en|chequeToContactPayroll.label.ChequeBank|Cheque Bank
en|chequeToContactPayroll.label.ChequeBankBranch|Cheque Bank Branch
en|chequeToContactPayroll.label.ChequeOwner|Cheque Owner
en|chequeToContactPayroll.label.Code|Code
en|chequeToContactPayroll.label.Contact|Contact
en|chequeToContactPayroll.label.ContactCode|Contact Code
en|chequeToContactPayroll.label.ContactName|Contact Name
en|chequeToContactPayroll.label.CreateFirmCheque|Create Firm Cheque
en|chequeToContactPayroll.label.Date|Date
en|chequeToContactPayroll.label.EndDate|End Date
en|chequeToContactPayroll.label.Info|Info
en|chequeToContactPayroll.label.Reference|Reference
en|chequeToContactPayroll.label.SelectClientCheque|Select Client Cheque
en|chequeToContactPayroll.label.Serial|Serial
en|chequeToContactPayroll.label.Status|Status
en|city.action.Add|Add
en|city.caption.Form|Form
en|city.caption.List|List
en|city.hint.EmptyList|Empty List
en|city.img.World|World
en|city.label.Active|Active
en|city.label.Code|Code
en|city.label.Country|Country
en|city.label.Name|Name
en|city.label.Plate|Plate
en|city.label.Status|Status
en|city.label.Weight|Weight
en|collection.action.Add|Add
en|collection.caption.CcyRates|Ccy Rates
en|collection.caption.Details|Details
en|collection.caption.Form|Form
en|collection.caption.GrandTotal|Grand Total
en|collection.hint.NotEditable|Not Editable
en|collection.hint.NotEditablePayment|Not Editable Payment
en|collection.label.Account|Account
en|collection.label.Active|Active
en|collection.label.Amount|Amount
en|collection.label.BeginDate|Begin Date
en|collection.label.Cash|Cash
en|collection.label.Code|Code
en|collection.label.Contact|Contact
en|collection.label.CreateClientCheque|Create Client Cheque
en|collection.label.CreateClientPromissory|Create Client Promissory
en|collection.label.CreateFirmCheque|Create Firm Cheque
en|collection.label.CreateFirmPromissory|Create Firm Promissory
en|collection.label.CreditCard|Credit Card
en|collection.label.Currency|Currency
en|collection.label.Customer|Customer
en|collection.label.Date|Date
en|collection.label.Deliverer|Deliverer
en|collection.label.EndDate|End Date
en|collection.label.Info|Info
en|collection.label.LineCode|Line Code
en|collection.label.LineInfo|Line Info
en|collection.label.postalCheque|Postal Cheque
en|collection.label.Recepient|Recepient
en|collection.label.Reference|Reference
en|collection.label.SelectClientCheque|Select Client Cheque
en|collection.label.SelectClientPromissory|Select Client Promissory
en|collection.label.SelectFirmCheque|Select Firm Cheque
en|collection.label.SelectFirmPromissory|Select Firm Promissory
en|collection.label.Serial|Serial
en|collection.label.Status|Status
en|collection.label.Total|Total
en|collection.label.TotalAmount|Total Amount
en|collectionType.label.Cash|Cash
en|collectionType.label.Instalment|Instalment
en|contact.action.Add|Add
en|contact.action.Delete|Delete
en|contact.action.NewContactDocument|New Contact Document
en|contact.action.Save|Save
en|contact.addBox.Caption|Caption
en|contact.authorityDocument.Add|Add
en|contact.authorityDocuments.add.Form|Form
en|contact.authorityDocuments.label.Code|Code
en|contact.authorityDocuments.label.Degree|Degree
en|contact.authorityDocuments.label.Document|Document
en|contact.authorityDocuments.label.ExpireDate|Expire Date
en|contact.authorityDocuments.label.FirstDate|First Date
en|contact.authorityDocuments.label.Name|Name
en|contact.authorityDocuments.label.RenewalDate|Renewal Date
en|contact.caption.Address|Address
en|contact.caption.Address1|Address1
en|contact.caption.Address2|Address2
en|contact.caption.AuthorityDocuments|Authority Documents
en|contact.caption.CommunicationInfo|Communication Info
en|contact.caption.DetailInfo|Detail Info
en|Contact.caption.Documents|Documents
en|contact.caption.FinancialInfo|Financial Info
en|contact.caption.Form|Form
en|contact.caption.PersonalInfo|Personal Info
en|contact.caption.Phones|Phones
en|contact.education.High|High
en|contact.education.Master|Master
en|contact.education.Middle|Middle
en|contact.education.NotEducated|Not Educated
en|contact.education.Other|Other
en|contact.education.Phd|Phd
en|contact.education.Primary|Primary
en|contact.education.University|University
en|contact.education.Unknown|Unknown
en|contact.education.Vocational|Vocational
en|contact.genderType.Female|Female
en|contact.genderType.Male|Male
en|contact.genderType.Unknown|Unknown
en|contact.hint.SetDefaultSelectedItem|Set Default Selected Item
en|contact.img.Form|Form
en|contact.label.Account|Account
en|contact.label.AccountManager|Account Manager
en|contact.label.Active|Active
en|contact.label.ActivePersonnel|Active Personnel
en|contact.label.Address|Address
en|contact.label.Addresses|Addresses
en|contact.label.addressHint|Address Hint
en|contact.label.AddressType|Address Type
en|contact.label.AuthorizedPersonel|Authorized Personel
en|contact.label.BankAccounts|Bank Accounts
en|contact.label.BankName|Bank Name
en|contact.label.Birthdate|Birthdate
en|contact.label.BloodGroup|Blood Group
en|contact.label.BranchName|Branch Name
en|contact.label.Category|Category
en|contact.label.ChildNumber|Child Number
en|contact.label.Click|Click
en|contact.label.Code|Code
en|contact.label.Code1|Code1
en|contact.label.Code2|Code2
en|contact.label.Company|Company
en|contact.label.CompanyName|Company Name
en|contact.label.ContactDocument|Contact Document
en|contact.label.ContactType|Contact Type
en|contact.label.contactType.Firm|Firm
en|contact.label.contactType.Person|Person
en|contact.label.DebitLimit|Debit Limit
en|contact.label.Dependents|Dependents
en|contact.label.EducationStatus|Education Status
en|contact.label.Email|Email
en|contact.label.EMail1|E Mail1
en|contact.label.EMail2|E Mail2
en|contact.label.EndWorkingDate|End Working Date
en|contact.label.Everyone|Everyone
en|contact.label.FatherName|Father Name
en|contact.label.Fax|Fax
en|contact.label.Fullname|Fullname
en|contact.label.Gender|Gender
en|contact.label.GrossSalary|Gross Salary
en|contact.label.HasWitholding|Has Witholding
en|contact.label.Iban|Iban
en|contact.label.Immobile|Immobile
en|contact.label.Info|Info
en|contact.label.InvoiceAddress|Invoice Address
en|contact.label.MaritalStatus|Marital Status
en|contact.label.Midname|Midname
en|contact.label.Mobile|Mobile
en|contact.label.Name|Name
en|contact.label.Networks|Networks
en|contact.label.NewAddressLine|New Address Line
en|contact.label.NewNetworkLine|New Network Line
en|contact.label.NewPhoneLine|New Phone Line
en|contact.label.NoAddressLineFound|No Address Line Found
en|contact.label.NoBankAccountLineFound|No Bank Account Line Found
en|contact.label.NoNetworkLineFound|No Network Line Found
en|contact.label.NoPhoneLineFound|No Phone Line Found
en|contact.label.OwnCompany|Own Company
en|contact.label.PassportNumber|Passport Number
en|contact.label.Person|Person
en|contact.label.PersonelList|Personel List
en|contact.label.Phone|Phone
en|contact.label.Phone1|Phone1
en|contact.label.Phone2|Phone2
en|contact.label.Phone3|Phone3
en|contact.label.Phones|Phones
en|contact.label.PrefCCY|Pref CC Y
en|contact.label.Region|Region
en|contact.label.Representative|Representative
en|contact.label.RiskLimit|Risk Limit
en|contact.label.SgkNumber|Sgk Number
en|contact.label.ShippingAddress|Shipping Address
en|contact.label.SpouseIncomeStatus|Spouse Income Status
en|contact.label.SSN|SSN
en|contact.label.StartWorkingDate|Start Working Date
en|contact.label.Status|Status
en|contact.label.Surname|Surname
en|contact.label.SwiftCode|Swift Code
en|contact.label.TaxNumber|Tax Number
en|contact.label.TaxOffice|Tax Office
en|contact.label.Title|Title
en|contact.label.Type|Type
en|contact.label.Visibility|Visibility
en|contact.label.Web|Web
en|contact.maritalStatus.Divorced|Divorced
en|contact.maritalStatus.Married|Married
en|contact.maritalStatus.Single|Single
en|contact.maritalStatus.Unknown|Unknown
en|contact.personal.Form|Form
en|contact.quick.Company|Company
en|contact.quick.Form|Form
en|contact.spouseIncome.Notworking|Notworking
en|contact.spouseIncome.Unknown|Unknown
en|contact.spouseIncome.WithNoProfit|With No Profit
en|contact.spouseIncome.WithProfit|With Profit
en|contact.spouseIncome.Working|Working
en|contact.type.Agent|Agent
en|contact.type.All|All
en|contact.type.Bank|Bank
en|contact.type.Branch|Branch
en|contact.type.Contact|Contact
en|contact.type.Customer|Customer
en|contact.type.Driver|Driver
en|contact.type.Foundation|Foundation
en|contact.type.Personnel|Personnel
en|contact.type.Provider|Provider
en|contact.type.Related|Related
en|contactAddress.caption.Form|Form
en|contactAddress.label.ActiveAddress|Active Address
en|contactAddress.label.AddressPlace|Address Place
en|contactAddress.label.AddressTypeHasNotSelected|Address Type Has Not Selected
en|contactAddress.label.CityNotSelected|City Not Selected
en|contactAddress.label.Default|Default
en|contactAddress.label.DefaultAddress|Default Address
en|contactAddress.label.DeliveryAddress|Delivery Address
en|contactAddress.label.HomeAddress|Home Address
en|contactAddress.label.HomeOfficeAddress|Home Office Address
en|contactAddress.label.InvoiceAddress|Invoice Address
en|contactAddress.label.OtherAddress|Other Address
en|contactAddress.label.ProvinceNotSelected|Province Not Selected
en|contactAddress.label.RelatedAddress|Related Address
en|contactAddress.label.ShippingAddress|Shipping Address
en|contactAddress.label.UsageType|Usage Type
en|contactAddress.label.UsageTypeHasNotSelected|Usage Type Has Not Selected
en|contactAddress.label.WorkAddress|Work Address
en|contactCategory.action.Add|Add
en|contactCategory.caption.Form|Form
en|contactCategory.caption.List|List
en|contactCategory.hint.EmptyList|Empty List
en|contactCategory.img.World|World
en|contactCategory.label.Active|Active
en|contactCategory.label.Code|Code
en|contactCategory.label.Info|Info
en|contactCategory.label.Name|Name
en|contactCategory.label.Status|Status
en|contactCategory.label.Weight|Weight
en|contactDocument.action.Add|Add
en|contactDocument.caption.Form|Form
en|contactDocument.label.Active|Active
en|contactDocument.label.AuthorityDocument|Authority Document
en|contactDocument.label.Code|Code
en|contactDocument.label.Degree|Degree
en|contactDocument.label.DocumentNo|Document No
en|contactDocument.label.ExpireDate|Expire Date
en|contactDocument.label.FinePoint|Fine Point
en|contactDocument.label.FirstDate|First Date
en|contactDocument.label.GiveProvince|Give Province
en|contactDocument.label.Info|Info
en|contactDocument.label.IsVisible|Is Visible
